,0
0,137.58181274852396
1,112.03913654513048
2,99.06612357528745
3,89.84387686633083
4,48.0855303430311
5,65.78647638866774
6,120.58522026766404
7,93.54600933957498
8,85.54963201436004
9,79.02421176067303
10,172.5162574531627
11,234.25466374224612
12,47.773601455668434
13,38.88148368135
14,100.2470466143284
15,55.42034395272873
16,74.37652407853197
17,135.66991584810282
18,38.63641841087993
19,138.02784924995098
20,64.0872551425445
21,17.162366295605096
22,25.618686882459635
23,0.8533673538005166
24,24.264566251023933
25,10.782980341568777
26,15.617476400206964
27,22.14198144483045
28,9.353148262915676
29,62.339440809684355
30,41.44422575258948
31,14.05725830921279
32,14.27452765433527
33,45.69972349542794
34,33.143090814558235
35,79.88619458443875
36,55.65808241102786
37,115.69370354691489
38,49.984620288383795
39,80.3893793354136
40,3.185002186828698
41,5.267427451039955
42,9.640280818810156
43,22.036891542152873
44,101.20408415795575
45,29.842882516562113
46,11.734111294223618
47,29.41770336844824
48,110.14734616845915
49,12.501566890239669
50,49.95054781262337
51,80.82376703957684
52,88.41021425804101
53,101.43197438703027
54,81.37657147338649
55,38.34454414651462
56,75.30486681571375
57,49.82657102498981
58,25.21129000211734
59,59.594484941506025
60,12.280872410140589
61,118.81237201209402
62,19.30756852365715
63,34.27836990748287
64,46.11081049488167
65,15.283515498119796
66,43.57391731010043
67,68.02563358151187
68,14.15077330526336
69,54.363501983116116
70,23.556478150800324
71,21.18936713392803
72,39.916659380768024
73,20.488133281795477
74,59.37230393244093
75,41.93568134696597
76,59.26929006896977
77,43.79109481304051
78,22.657561677962995
79,34.030441831734905
80,26.644912519373193
81,31.853731120140086
82,30.47016856856584
83,26.701420457478505
84,19.159901199334673
85,24.206000828068422
86,66.21660062441143
87,20.27631132477082
88,84.67379822649842
89,82.54500422214922
90,113.38328087290971
91,16.032974768242283
92,18.072967069292964
93,50.701373341059345
94,78.74023917521473
95,17.655414784278594
96,100.87969033399109
97,13.674160720605412
98,3.195182810390052
99,101.06358260884565
100,117.92680541305876
101,89.32274666215234
102,135.96265306704728
103,82.28397771082639
104,4.453508809819685
105,10.826222817296223
106,73.41006260734949
107,9.386948954481399
108,8.258441930730013
109,22.83677059953712
110,10.002355820221167
111,42.25626363739083
112,54.52676864335499
113,79.74650510415816
114,14.020463389323336
115,10.764913669204226
116,2.9980638796305112
117,10.737020798449688
118,135.0762509509137
119,128.48000131223327
120,20.948500410356697
121,110.01609745184383
122,13.431129322627015
123,196.8611134391565
124,84.26376722857293
125,59.25302577567144
126,80.55993031645697
127,48.04830791734719
128,28.19350845954292
129,62.63747509118069
130,53.26621609787603
131,74.47579012862965
132,83.24658752925933
133,15.887254843293432
134,29.480725782478366
135,16.275857551158076
136,24.0989245102186
137,6.833493816827394
138,80.19458058509156
139,157.73479566714477
140,132.8845460279435
141,165.2295199979994
142,192.46131568819433
143,182.85070042011782
144,62.6218604850879
145,86.96726602218345
146,145.89949692564147
147,62.54433654791221
148,33.32866401953918
149,60.667209782658226
150,89.50971264084846
151,137.8890819173799
152,181.55353677564952
153,183.7338659278019
154,129.34191563458253
155,148.30932540085274
156,84.13968401857807
157,71.81677707361781
158,34.676374898455414
159,35.99556914921273
160,25.556173262920357
161,31.338469612046502
162,33.80598324035212
163,17.442408317830527
164,44.44690622270622
165,48.85173516082403
166,26.23322312287132
167,22.01487620639862
168,73.68442782531208
169,50.6218489356905
170,62.143874353943076
171,25.699868405135533
172,22.080416462389856
173,47.309709760022805
174,159.12929299134117
175,109.07889556897103
176,112.40871565065615
177,117.07732068968188
178,35.397574024563035
179,48.121648835301116
180,101.87732246298755
181,157.19698195677665
182,126.18585438650524
183,38.230887753642605
184,21.938278311029112
185,36.36483833148545
186,51.297555592408116
187,40.8000677701864
188,27.063461724664524
189,41.52766474508065
190,43.06104498325525
191,35.24707798629491
192,85.66402719887867
193,82.75341214875345
194,17.810616918909705
195,16.02417026889596
196,32.478408576339646
197,47.56658381405134
198,147.02618935066576
199,43.044589484360934
200,19.922431450645192
201,95.38707437236606
202,30.1398567004502
203,98.75360704198849
204,147.36272363086053
205,50.44405305838804
206,48.588147900020225
207,141.74191192744877
208,26.661206693917016
209,12.525979803404159
210,89.10361405266599
211,17.855055071474293
212,37.593662048087516
213,28.110052589183493
214,21.849963077003114
